Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,id,RUL,Voltage_measured_mean,Voltage_measured_std,Current_measured_mean,Current_measured_std,Temperature_measured_mean,Temperature_measured_std,Current_charge_mean,Current_charge_std,Voltage_charge_mean,Voltage_charge_std
4.210798226,0.087952829,5.336724331,0.0893,4.276,8748.953,38,2057.25,4.194478958,0.059036547,0.576030866,0.488923004,6.512703681,1.135067523,0.579071857,0.49161286,4.513981346,0.267607004
4.21093934,0.062305808,4.642627506,0.0648,4.263,9683.641,40,1123.375,4.197168813,0.054016745,0.520279617,0.479823406,6.439577831,1.138326118,0.523147349,0.482403097,4.49096539,0.263290377
4.211772019,0.112949681,6.123369529,0.1133,4.288,8222.781,42,2580.672,4.195121007,0.057174369,0.589757114,0.475958395,6.649741627,1.181922853,0.592963771,0.478581412,4.524701129,0.267121573
4.211191019,0.125564435,5.620021459,0.127,4.301,7646.687,44,3161.125,4.194601093,0.055380857,0.615062144,0.462753458,6.614775894,1.129902295,0.618386585,0.465286539,4.560712946,0.278525848
4.211514267,0.064289698,5.363609022,0.0648,4.263,10493.203,47,311.813,4.204698868,0.028634678,0.465393645,0.451073069,6.086393623,1.045941418,0.467993462,0.453475307,4.469699931,0.259756459
4.209383271,0.085234653,5.849400547,0.085,4.276,8924.859,50,1880.922,4.198429229,0.048749317,0.532675624,0.454415428,6.382562688,1.131565932,0.535654184,0.45692982,4.521156783,0.273619971
4.213100803,0.033611326,4.530960209,0.0332,4.25,9425.938,52,1376.687,4.207572826,0.02358086,0.267338932,0.352827168,5.701911608,0.991784407,0.269121844,0.354664208,4.383303641,0.233172277
4.211814896,0.210542729,6.282375444,0.2114,4.352,6022.047,54,4786.766,4.193724145,0.052883636,0.708562171,0.435718948,6.786468301,1.0317564,0.712518765,0.438180246,4.61553753,0.277442907
4.211397937,0.173388318,6.375469527,0.1733,4.339,6661.328,56,4143.5,4.19464761,0.052246047,0.652146043,0.434888502,6.779801019,1.037502885,0.655640461,0.43734261,4.603967105,0.276336499
4.21208794,0.08402925,6.148456107,0.0844,4.276,9813.328,59,995.031,4.205425041,0.025985172,0.472315565,0.428275011,6.144220247,0.961143423,0.474910778,0.430588094,4.484513473,0.263685964
4.210424142,0.061979669,6.080143846,0.0621,4.263,10414.672,62,394.078,4.202421869,0.040076724,0.449285837,0.433476446,6.253451864,1.065731597,0.451872656,0.43581764,4.471042614,0.258161552
4.209805886,0.076019665,5.627198485,0.0763,4.276,9383.61,64,1424.89,4.200415888,0.042634912,0.487862897,0.429296033,6.313925478,1.118607703,0.490502212,0.431702559,4.512304897,0.266290564
4.210792658,0.198057017,5.023507444,0.2,4.352,5928.453,66,4880.328,4.195154194,0.051093209,0.683282714,0.414696179,6.761510914,1.056733913,0.6870266,0.417030271,4.622485571,0.278524674
4.21118822,0.186740443,5.621903477,0.1858,4.326,6253.328,68,4551.375,4.197548301,0.049115554,0.65127447,0.420956037,6.650081245,1.105298511,0.654701195,0.423274265,4.566001195,0.2699992
4.211266772,0.064316063,4.296268676,0.0648,4.263,10736.828,71,67.938,4.206963178,0.023821746,0.420925889,0.405936153,6.010143598,0.999854368,0.423202521,0.408054903,4.449495798,0.244438416
4.208789736,0.091853192,5.560547218,0.0926,4.276,8651,74,2151.641,4.20245409,0.040582819,0.50544478,0.426610877,6.33633253,1.166371628,0.508157803,0.42898037,4.490031386,0.253649868
4.209022966,0.090472012,5.987402445,0.0921,4.276,8798.25,76,2003.765,4.203067102,0.038918769,0.495040469,0.423214786,6.330085021,1.075300715,0.497782414,0.425594254,4.484314655,0.251700831
4.213113521,0.201145166,4.770639525,0.1995,4.339,6143.937,78,4664.313,4.199116181,0.046519586,0.644070583,0.417169002,6.763988481,1.04897702,0.647803832,0.419408369,4.56702225,0.265625107
4.210815664,0.159819327,4.833731754,0.1608,4.314,6745.484,80,4057.703,4.200585456,0.043746351,0.595787026,0.415777598,6.681850346,1.048752818,0.599055593,0.41806637,4.534272316,0.257406301
4.209988576,0.067134341,6.081262822,0.067,4.263,10451.344,83,352.985,4.20734131,0.02242521,0.417034919,0.391734728,6.110288692,0.906437444,0.419368571,0.393872558,4.448810989,0.239818983
4.212900525,0.181318631,5.625424332,0.1815,4.326,6522.781,87,4279.375,4.202725501,0.03358183,0.657002905,0.434092699,6.608068077,0.999364209,0.660373357,0.436473679,4.569038732,0.273300177
4.213690509,0.107174997,5.376619239,0.1084,4.288,8655.422,90,2149.25,4.200920675,0.04488748,0.524917282,0.441834521,6.501867951,1.06552321,0.52767589,0.444242113,4.497670819,0.259372591
4.210667241,0.113665326,4.744399646,0.1139,4.288,7847.875,92,2958.812,4.200007163,0.047242183,0.54830546,0.432880102,6.477831329,1.184143376,0.551221716,0.435332448,4.508410423,0.261871593
4.212621413,0.134291747,4.85855964,0.1357,4.301,7450.421,94,3353.766,4.200087609,0.046888628,0.573138102,0.431326029,6.666381166,1.117406604,0.57615,0.433734199,4.519860417,0.258761132
4.211843285,0.063115509,4.835205485,0.0637,4.263,10389.875,96,414.828,4.203653403,0.039519143,0.43140529,0.415897484,6.306588463,1.110442582,0.433730503,0.41810414,4.451872276,0.24459979
4.212837337,0.083979516,4.835985362,0.0844,4.276,9672.656,99,1132.938,4.206924067,0.02274558,0.449286698,0.400808799,6.232801033,0.9289192,0.451589538,0.402950132,4.466997567,0.248755214
4.213632541,0.08327822,5.566911795,0.0834,4.276,9674.219,102,1129.578,4.203876649,0.038523377,0.452039948,0.413231747,6.323348776,1.095030208,0.454490806,0.415381463,4.461227828,0.244925187
4.209855236,0.135888395,5.896181645,0.1351,4.301,7325.344,104,3481.594,4.201026045,0.045381871,0.558984504,0.416049075,6.559801977,1.165127444,0.562006566,0.418332504,4.521496233,0.257899243
4.212641122,0.175226548,6.096982763,0.1771,4.326,6589.875,106,4216.109,4.200049814,0.046764741,0.596185915,0.408017124,6.678009979,1.129265904,0.599404452,0.410268883,4.539665463,0.258735794
4.212385089,0.061855667,4.67449346,0.0626,4.263,10781,108,23.937,4.204771734,0.035640402,0.401379286,0.39645583,6.182203568,1.122122068,0.403562408,0.398583132,4.436266617,0.235546865
4.211300677,0.087432589,4.378824961,0.0888,4.276,9476.234,111,1328.688,4.207206788,0.022410347,0.440890947,0.382857852,6.153153727,0.903508183,0.443090388,0.385006303,4.456994941,0.237898627
4.210202505,0.085914237,5.92596854,0.0877,4.276,9243.907,114,1564.172,4.203533061,0.03830248,0.451251711,0.40033774,6.300561634,1.130074533,0.453568553,0.402492696,4.465244385,0.245647016
4.209862286,0.146533931,5.666248802,0.1471,4.314,6856.046,116,3952.375,4.200052531,0.043272515,0.563828182,0.392029537,6.537822335,1.120458799,0.566759043,0.394283647,4.549372229,0.266571189
4.210101274,0.212859888,5.471712081,0.212,4.352,5617.641,118,5192.312,4.198408302,0.048522412,0.646437186,0.390083617,6.816872229,1.0735128,0.650046066,0.392277522,4.592228898,0.272985099
4.21176628,0.179154114,6.085826783,0.1804,4.326,6432.094,120,4371.14,4.20019033,0.046922954,0.585721666,0.393013931,6.649757614,1.147819407,0.588862563,0.395202279,4.537188442,0.261293405
4.209772128,0.172035981,5.547868056,0.1722,4.326,6474.25,123,4332.079,4.205340944,0.026376685,0.567699534,0.366109182,6.336131247,0.871411109,0.570682292,0.368057333,4.549785156,0.264803993
4.209951538,0.205958615,6.204106639,0.2049,4.339,5825.89,126,4979,4.199501449,0.04926269,0.62869611,0.395495035,6.804385325,1.135910834,0.631980195,0.39764815,4.55879219,0.262945839
4.213732559,0.080714262,4.505233563,0.0812,4.276,9889.546,128,917.797,4.204489881,0.03617903,0.416218616,0.387720134,6.252680489,1.177559114,0.418414262,0.389788845,4.448669415,0.237871936
4.211125191,0.085894428,4.601656459,0.0855,4.276,9403.093,130,1406.532,4.204046943,0.038722436,0.433412202,0.389644855,6.309528052,1.184312934,0.435760801,0.391778248,4.45821777,0.240981326
4.210131126,0.113281765,4.071509772,0.115,4.288,7641.094,132,3163.781,4.203179547,0.040192929,0.503784874,0.392366416,6.497805728,1.182606585,0.506491505,0.394597098,4.488441935,0.24611207
4.2101525,0.088855534,4.838084388,0.0899,4.276,8165.468,135,2639.063,4.208246621,0.019190756,0.423008603,0.354662535,6.135329061,0.834016573,0.42530455,0.35655565,4.451187058,0.237148129
4.212832698,0.107953398,5.225745037,0.1095,4.288,8614.5,139,2195.516,4.206236475,0.025105087,0.495838092,0.407873904,6.364123874,0.974094203,0.498412956,0.410059494,4.489614203,0.256801177
4.212522224,0.062104663,4.807174509,0.0637,4.263,10512.797,142,290.485,4.203729056,0.040540493,0.422017546,0.414690343,6.333363189,1.209453134,0.424253307,0.416905989,4.443392126,0.24368259
4.211072073,0.211860674,5.952300336,0.2114,4.339,5743.609,144,5065.297,4.19695665,0.056401939,0.664299548,0.413865326,7.008747346,1.209150589,0.667922622,0.416058613,4.563648415,0.266004856
4.210627028,0.089007653,6.19878969,0.0893,4.276,9078.937,146,1730.438,4.202119657,0.043988486,0.466426081,0.413632178,6.695742404,1.209401305,0.469021815,0.415879337,4.468271311,0.247990884
4.210411056,0.064628404,5.542878441,0.0659,4.263,9938.438,148,865.5,4.20297672,0.043166169,0.43092847,0.407431974,6.760994975,1.228474999,0.433274601,0.409657734,4.450936922,0.24326343
4.211044146,0.135139483,5.815730516,0.1362,4.301,7560.938,151,3241.375,4.206255299,0.025589934,0.524222427,0.384507922,6.774829424,0.826009933,0.526957953,0.386656304,4.504503893,0.252918485
4.210160067,0.114218617,6.436429058,0.1161,4.288,8119.531,155,2687.985,4.206616314,0.02483611,0.507622012,0.395962002,6.712496192,0.878548313,0.510235202,0.398171369,4.493436137,0.25393428
4.212509574,0.206012292,6.284680316,0.2082,4.339,5870.156,158,4934.484,4.198257385,0.052218051,0.646139565,0.410436373,7.30063218,1.133144473,0.649529699,0.412673437,4.556137733,0.266249054
4.2130306,0.119587703,5.778210406,0.1215,4.301,7871.547,160,2935.547,4.200779739,0.046621388,0.515046283,0.405804082,6.940686414,1.181286137,0.517752694,0.408070678,4.513375,0.261568729
4.213068198,0.176761018,5.966441788,0.1771,4.326,6403.094,162,4400.141,4.198478316,0.053579714,0.595146357,0.406782124,7.228625834,1.265522446,0.598475697,0.408970099,4.533752988,0.258071675
4.21142962,0.089946454,5.694139903,0.0877,4.276,9076.968,164,1728.485,4.202874468,0.043595248,0.452139168,0.400971569,6.779232497,1.227906348,0.454600377,0.403198936,4.461153484,0.243449356
4.213311022,0.07813139,6.190234095,0.0806,4.276,6110.516,167,4695.562,4.209903138,0.014972787,0.316853392,0.292354171,6.176081858,0.660906947,0.318584951,0.294079563,4.400680731,0.233075465
4.209802321,0.181825519,6.107523883,0.1826,4.326,6178.203,171,4628.438,4.204074728,0.030408894,0.637813698,0.406375887,6.965456003,0.915257342,0.641224167,0.408559663,4.568180556,0.275013477
4.210730353,0.085313268,5.383786824,0.0877,4.276,8824.422,174,1983.547,4.200995639,0.047532139,0.488784103,0.42682295,6.900293948,1.212777235,0.491852386,0.429204152,4.481077897,0.256263726
4.212599148,0.059444515,6.126018706,0.0615,4.263,10705.407,176,104.187,4.202957051,0.044096008,0.410620071,0.413629145,6.677793689,1.237086482,0.413343841,0.41582642,4.440435981,0.242815263
4.211072434,0.063369806,5.011057468,0.0637,4.263,10292.656,178,511.453,4.202992165,0.043062795,0.420927709,0.410444311,6.734817655,1.197239237,0.423231933,0.412610303,4.446510084,0.243928707
4.210948322,0.177986757,5.276124074,0.1798,4.326,6126.156,180,4684.188,4.19746052,0.056255861,0.623613102,0.411257329,7.346688954,1.242280184,0.626968175,0.41349968,4.549960396,0.263853678
4.209771367,0.137410575,5.907999683,0.1373,4.301,7177.563,183,3631.328,4.20632219,0.02552273,0.543151961,0.382966564,6.793739373,0.869769997,0.545937667,0.385038112,4.517131227,0.258975447
4.205823148,0.104622697,6.609584676,0.102,4.272,7535.391,187,3267.922,4.20328822,0.021979471,0.484654015,0.392060051,6.691622477,0.9319743,0.48016843,0.389229625,4.454779541,0.232085417
4.204746624,0.052100579,5.898717959,0.05,4.245,10567.468,190,234.61,4.20383691,0.019480429,0.360119822,0.370883538,6.352476016,0.994199672,0.356604548,0.368234194,4.394634239,0.211933348
4.205355872,0.158382932,5.300013257,0.157,4.299,5679.844,192,5127.844,4.202893591,0.024919706,0.563542577,0.36275179,6.673298465,0.983716103,0.558585194,0.360194475,4.492688602,0.23482898
4.205023703,0.062065716,5.373299804,0.06,4.25,9722.781,194,1082.906,4.204012119,0.01863755,0.364360452,0.351412034,6.256877902,0.979856172,0.360815716,0.348901637,4.396722531,0.207452531
4.204837421,0.127969979,4.809127986,0.126,4.283,6268.781,196,4535.297,4.203366798,0.02277228,0.501276025,0.353929386,6.637636038,0.954539468,0.496773218,0.351345221,4.463116631,0.226995943
4.204839702,0.115688787,5.334145188,0.115,4.278,6604.828,199,4200.141,4.203556788,0.021472389,0.470762235,0.343019566,6.579042182,0.876549815,0.46638311,0.340581237,4.448286303,0.220686605
4.205949017,0.125213489,5.705008766,0.125,4.283,6380.062,203,4428.313,4.203565512,0.02182636,0.486422269,0.349100632,6.736514832,0.905183068,0.481964052,0.346596123,4.453588235,0.224626656
4.204300048,0.050770118,5.651685534,0.05,4.245,9964.312,206,839.938,4.204055803,0.017968556,0.34048466,0.337893519,6.49671508,0.878719609,0.337179612,0.335437368,4.384149098,0.200822637
4.20754487,0.112902683,5.954786869,0.11,4.278,6956.25,208,3846.156,4.203715018,0.020528808,0.444069127,0.341646411,6.669100356,0.9393189,0.439874751,0.339147641,4.433436382,0.217242486
4.20486519,0.050528198,6.220717677,0.049,4.245,10417.344,210,385.859,4.20417875,0.017141976,0.31755679,0.326145503,6.410615682,0.860798796,0.314442436,0.323761036,4.372603079,0.194388701
4.205849144,0.081414103,5.523755979,0.08,4.261,7993.922,212,2812.157,4.2040838,0.018654267,0.387821544,0.332196477,6.552797703,0.927973107,0.384123909,0.329829667,4.406671902,0.208093409
4.20525145,0.060301603,5.43508435,0.06,4.25,9320.766,215,1482.875,4.204361816,0.016631765,0.337717516,0.319889264,6.391630621,0.886859988,0.33452027,0.31749733,4.381901652,0.196119741
4.205908957,0.093520444,5.811448577,0.092,4.267,7540.578,219,3264.547,4.203881506,0.019746681,0.428701178,0.350173008,6.62099897,0.932913735,0.424610075,0.347629173,4.425152985,0.216512414
4.205343315,0.059593656,5.503384347,0.06,4.25,9528.5,222,1277.703,4.204093289,0.017896405,0.346267698,0.335964234,6.443880895,0.85705332,0.342845007,0.333581932,4.385227273,0.201156128
4.205462188,0.116286419,6.254660484,0.115,4.278,6595.891,224,4211.125,4.203679754,0.02129038,0.45245154,0.339117453,6.702158353,0.846796974,0.448280475,0.336728985,4.435644013,0.218848894
4.205277379,0.05060592,5.733952756,0.049,4.245,10229.187,226,574.266,4.20435943,0.016647103,0.31398184,0.321741769,6.35577663,0.912532555,0.310861538,0.319376361,4.370473427,0.193812959
4.204503742,0.061135745,5.329171772,0.06,4.25,8613.515,228,2194.297,4.204273424,0.017909056,0.356275891,0.324586362,6.448998015,0.895393972,0.352764167,0.322233715,4.391726667,0.202642226
4.206243093,0.123265495,4.704736659,0.125,4.283,6066.266,231,4738.75,4.203964086,0.02042488,0.45684755,0.321645258,6.631107822,0.86713147,0.452567023,0.319259381,4.438438909,0.218510874
4.20619486,0.10300985,4.795941812,0.102,4.272,6818.625,234,3987.156,4.203817663,0.020386893,0.421461937,0.32512316,6.562515146,0.841210653,0.417539278,0.322842733,4.421853503,0.213545003
4.206872652,0.035452399,5.554830198,0.034,4.24,9830.063,236,972.562,4.202918835,0.024870561,0.256397716,0.325148138,6.243029214,1.273024022,0.25381055,0.322769029,4.340231055,0.192538382
4.206055651,0.093987516,6.247982542,0.091,4.267,7261.266,238,3547.547,4.204264544,0.018475571,0.388828376,0.316210899,6.437416858,0.917554352,0.385106533,0.314046657,4.406480402,0.208086657
4.20603174,0.047266005,5.407873836,0.047,4.245,10451.234,240,353.594,4.204420243,0.016022353,0.292558331,0.30582217,6.387295556,0.833833762,0.289597339,0.303617705,4.360704482,0.188349485
4.205024274,0.08490192,5.082257251,0.081,4.261,7545.875,243,3262.484,4.204516088,0.01770623,0.37394122,0.306569031,6.408890984,0.81969743,0.370396887,0.304342607,4.399564202,0.203100142
4.205829619,0.068425089,5.166111054,0.069,4.256,8263.984,246,2544.766,4.204225582,0.018048693,0.352302004,0.312640849,6.427945624,0.809416685,0.34904025,0.310424215,4.389027728,0.200842724
4.205037933,0.049890062,5.242769792,0.049,4.245,9928.407,248,880.093,4.204541047,0.016118709,0.30102653,0.303756908,6.2804401,0.860949772,0.298019417,0.301665317,4.364695295,0.190210837
4.204263952,0.051845304,6.410031805,0.05,4.245,9530.859,250,1277.922,4.204423769,0.01667322,0.308019077,0.303162623,6.252388128,0.844489142,0.305075059,0.300933338,4.367691947,0.191113725
4.204782135,0.071935322,6.099563106,0.07,4.256,8153.797,252,2650.906,4.204289673,0.0179581,0.346903544,0.306570234,6.339944513,0.837677475,0.343509174,0.304419534,4.387127523,0.20040886
4.205470685,0.094749588,4.92781643,0.092,4.267,6908.734,255,3896.032,4.204318452,0.01896488,0.389103083,0.302126611,6.452615521,0.844312465,0.385331522,0.299976187,4.40656087,0.207111453
4.204601984,0.062189038,5.116118644,0.061,4.25,8286.438,258,2516.203,4.204316001,0.017857136,0.341305877,0.305423448,6.327235876,0.880483039,0.337913558,0.303265078,4.383825296,0.199298434
4.204372692,0.050597673,5.122299803,0.05,4.245,9285.593,260,1516.422,4.204548551,0.016392332,0.309769392,0.297593148,6.243153292,0.837051364,0.30679902,0.295374879,4.368966503,0.191930013
4.205596875,0.069182394,5.982352038,0.069,4.256,8213.64,262,2594.61,4.204324626,0.017603136,0.341471013,0.302604524,6.374371633,0.861899471,0.338263889,0.300473377,4.384500926,0.199886891
4.205350089,0.048373806,5.338020115,0.049,4.245,9638.578,264,1164.609,4.204542242,0.01652838,0.298684359,0.296622032,6.29506445,0.830669051,0.295795724,0.294393426,4.364432304,0.190821566
4.204647905,0.058741794,5.15145883,0.061,4.25,8334.36,267,2469.969,4.204507254,0.017058618,0.330555406,0.293381637,6.365219106,0.795596421,0.327349862,0.291327946,4.379552801,0.19648408
4.205974989,0.149736769,6.171416687,0.148,4.294,5565.89,271,5236.266,4.203821001,0.021969096,0.482539663,0.316475357,6.721956899,0.829205258,0.478177198,0.314261831,4.45051511,0.225564094
4.203707816,0.040907696,5.861081472,0.039,4.24,10789.156,274,15.516,4.204482058,0.015640135,0.283101467,0.301152885,6.210998122,0.858300226,0.280165,0.299009184,4.355976429,0.187553677
4.205728917,0.103627772,5.049582261,0.103,4.272,6527.062,276,4279.625,4.20405432,0.02114651,0.41416897,0.31322576,6.493207876,0.898344283,0.410252949,0.310960396,4.417220183,0.220905073
4.205807645,0.073494,6.369778416,0.069,4.256,8322.578,278,2481.609,4.204417293,0.017694942,0.341537645,0.305235861,6.404709124,0.848053743,0.338231343,0.303113086,4.384113806,0.200502953
4.204823977,0.118209915,6.294900665,0.115,4.278,6157.641,280,4647.062,4.204073576,0.020894986,0.423242719,0.307518242,6.580209633,0.778855062,0.419393671,0.305328676,4.422722785,0.217551242
4.205318895,0.047504853,5.421440874,0.049,4.245,9907.922,283,897.672,4.204714282,0.015581221,0.289568624,0.288266337,6.226876852,0.806185563,0.286661916,0.286114814,4.358619952,0.186503968
4.206412478,0.114973309,6.459893893,0.112,4.278,6359.359,286,4444.438,4.204121668,0.020582806,0.408999613,0.303463915,6.511012838,0.791521185,0.405197775,0.301201341,4.41563288,0.214499342
4.168102194,-0.001800447,6.193458128,-0.002,0.003,10093.344,288,713.594,4.204021336,0.016722114,0.282806844,0.290103865,6.132195143,0.866876133,0.280148554,0.287867737,4.309192338,0.489890321
4.205829604,0.104485507,6.169254874,0.102,4.272,6566.015,290,4239.969,4.204134538,0.019989581,0.393802718,0.301490543,6.459291568,0.819802593,0.39021256,0.299197222,4.409161836,0.212859549
4.204644092,0.083950867,5.19648816,0.083,4.261,7064.578,292,3740.359,4.204303938,0.019329706,0.370728608,0.298116473,6.401826565,0.845105993,0.367289414,0.295984225,4.398077703,0.207592067
4.205998013,0.047306714,5.357352936,0.047,4.245,9892.125,295,912.797,4.204728926,0.015560346,0.279443533,0.280511784,6.195962046,0.828748955,0.276697092,0.278509869,4.354348142,0.184967163
4.205922432,0.060012839,5.626905482,0.058,4.25,8860.079,298,1948,4.20447772,0.017442562,0.309964279,0.291852102,6.292956544,0.857911433,0.306894836,0.289751057,4.368490141,0.195576423
4.204767389,0.125873936,6.126953516,0.126,4.283,5710.031,300,5098.39,4.204067955,0.021000457,0.428918878,0.297044966,6.551278426,0.828165978,0.424991608,0.294882724,4.424962238,0.220465372
4.206023513,0.1220895,5.912951289,0.123,4.283,5859.594,302,4950.359,4.204209734,0.02097844,0.420101638,0.293638947,6.543139828,0.82437834,0.416315501,0.291642934,4.420687243,0.217964159
4.205809246,0.126413276,5.100023696,0.125,4.283,5682.64,304,5120.594,4.204027669,0.021585472,0.426273496,0.293578017,6.548049234,0.791946082,0.422424716,0.291447372,4.423488636,0.219752628
4.206337184,0.113389732,5.147659957,0.112,4.278,6129.422,307,4676.907,4.204406923,0.019837114,0.394747507,0.285961725,6.419768561,0.793618865,0.391081267,0.283814675,4.409061983,0.216166514
4.204742326,0.126861331,6.216365285,0.126,4.283,5742.39,310,5062.5,4.204187757,0.020899262,0.423267597,0.292228908,6.556523031,0.820249766,0.419381895,0.290126613,4.422903819,0.220037048
4.205471138,0.1376202,6.303515102,0.137,4.288,5482.046,312,5325.297,4.204032449,0.021624733,0.434810777,0.293857793,6.633068864,0.822828315,0.430954006,0.291772152,4.42774184,0.223260617
4.204449137,0.073197858,5.933019735,0.072,4.256,7916.015,314,2893.61,4.204547078,0.017957962,0.331335903,0.286233353,6.297724804,0.856589311,0.328282316,0.284186908,4.379216132,0.199163239
4.205078365,0.116887915,6.541712161,0.115,4.278,6049.313,316,4755.562,4.204317448,0.020282929,0.401108046,0.290340883,6.550316407,0.80297072,0.397525102,0.288231243,4.411883311,0.216302745
4.205585647,0.126863397,4.99050155,0.125,4.283,5658.125,319,5146.406,4.204175713,0.020659658,0.413752413,0.282535779,6.525536116,0.723116756,0.410104956,0.280538446,4.417623907,0.218837036
4.204600528,0.096604942,6.216059821,0.093,4.267,6907.688,323,3902.328,4.204581188,0.01882264,0.388745204,0.300988829,6.539377279,0.862809827,0.385241627,0.298876678,4.406854067,0.21250436
4.205734626,0.104299293,5.02976257,0.102,4.272,6457.094,326,4346.188,4.20419048,0.020111916,0.402694324,0.300367886,6.569536523,0.882259711,0.399,0.298198699,4.413184379,0.216314744
4.206021662,0.080413843,5.187707291,0.08,4.261,7684.313,328,3124.593,4.20449863,0.018363589,0.348244332,0.294260044,6.439387328,0.843083673,0.344949299,0.292176743,4.387288026,0.20427792
4.204680708,0.095109772,6.022503686,0.093,4.267,6841.547,330,3967.828,4.204420243,0.019544286,0.376682288,0.295888829,6.647833706,0.779877409,0.373085055,0.293755311,4.400783718,0.211554965
4.206495958,0.047012155,5.87173246,0.046,4.245,10030.907,332,773.031,4.204559174,0.016396628,0.274970606,0.283238668,6.514829817,0.743115417,0.272284167,0.281179554,4.352288333,0.187256338
4.204197985,0.063260185,6.611218927,0.061,4.25,8521.25,335,2281.063,4.204671003,0.017184112,0.309707623,0.282180268,6.579066796,0.702865748,0.306693978,0.280215652,4.368893386,0.195351175
4.205441252,0.094618067,6.570628272,0.092,4.267,6964.031,339,3843.485,4.204543392,0.018573182,0.368041905,0.290509948,6.702683485,0.716359219,0.364601695,0.288512906,4.396256659,0.209280237
4.206536336,0.058613246,6.440828939,0.057,4.25,9145.437,342,1659.203,4.204646393,0.016975052,0.299372493,0.28636265,6.496150587,0.728291391,0.296452952,0.284264288,4.363883764,0.193165021
4.205185949,0.048793911,5.469796696,0.049,4.245,9547.672,344,1259.422,4.204623388,0.016497467,0.282802759,0.281184238,6.456114832,0.706998714,0.279987556,0.279168659,4.355365333,0.189148694
4.204469967,0.039602657,5.592243541,0.038,4.24,10419.719,346,383.516,4.204633827,0.016020418,0.262679955,0.276967417,6.405797119,0.697642669,0.259995912,0.274932396,4.345645953,0.183479566
4.205991846,0.068762346,5.569287284,0.068,4.256,7842.781,348,2962.672,4.204526016,0.01845866,0.326398453,0.284882462,6.538176398,0.690151978,0.323197168,0.282861075,4.375917211,0.200494644
4.206281215,0.048085021,6.02039488,0.046,4.245,7815.719,351,2990.359,4.20515709,0.014711804,0.25559351,0.2624307,6.35517249,0.671219589,0.25290099,0.26049989,4.341907591,0.194037714
4.204885632,0.049828104,6.558963929,0.05,4.245,9833.188,355,973.453,4.204751283,0.015868583,0.284716718,0.285050549,6.449465399,0.721756863,0.281769231,0.283026199,4.35626049,0.189769719
